STATE,Total_Population,Avg_AGI,Electric (EV),Plug-In Hybrid Electric (PHEV),Hybrid Electric (HEV),Biodiesel,Ethanol/Flex (E85),Compressed Natural Gas (CNG),Propane,Hydrogen,Methanol,Gasoline,Diesel,Unknown Fuel,Year,Rural VMT,Urban VMT,Total VMT,PADD_Region,Gasoline_Price,Median_Income,Fatality_Count
Ohio,126606420.0,4.5,34100,17800,165700,63400,868500,700,100,0,0,8868300,197000,62700,2022,33984.80782,76593,"        110,578 ",Midwest (PADD 2),3.809,70200,1275.0
Oklahoma,37614540.0,4.5,3700,1300,27800,0,629100,17100,0,0,0,3204200,178300,64500,2018,22096.3646783,23336.648140849997,45433.01281915,Gulf Coast (PADD 3),2.446,63490,655.0
Oklahoma,37614540.0,4.5,3400,1600,28500,0,621500,15700,0,0,0,3228200,186900,62000,2019,22020.0570095,22628.1795967,44648.2366062,Gulf Coast (PADD 3),2.283,65300,640.0
Oklahoma,37614540.0,4.5,3400,1800,30100,0,574100,14800,0,0,0,3126100,190800,60600,2020,20871.70554,21128.473,42000.17854,Gulf Coast (PADD 3),1.851,70210,653.0
Oklahoma,37614540.0,4.5,7100,6900,38700,50700,391100,2400,300,0,0,3429700,148500,48700,2021,22464.0325,22295.7282,44759.7607,Gulf Coast (PADD 3),2.692,61380,762.0
Oklahoma,37614540.0,4.5,22800,33000,56400,63100,352400,1800,200,0,0,3567500,145700,45000,2023,"       22,763 ","       22,997 ","         45,760 ",Gulf Coast (PADD 3),3.091,65960,711.3103448275862
Oklahoma,37614540.0,4.5,16300,11500,47000,60200,380800,2000,300,0,0,3538100,147500,46200,2022,21946.44141,22619,"          44,566 ",Gulf Coast (PADD 3),3.517,67300,710.0
Oregon,44715310.0,4.5,13800,8400,96300,0,210600,13500,0,0,0,3177400,238000,85700,2018,14588.95638615,22259.460546000002,36848.41693215,West Coast (PADD 5),3.3,76480,502.0
Oregon,44715310.0,4.5,18800,10400,102000,0,222400,12100,0,0,0,3125800,243500,80100,2019,13608.018196299998,22200.447127,35808.4653233,West Coast (PADD 5),3.337,82970,493.0
Oregon,44715310.0,4.5,22800,11800,106100,0,222000,10900,0,0,0,2990200,246200,82600,2020,12375.82088,19922.15757,32297.97845,West Coast (PADD 5),2.82,87960,507.0
Oregon,44715310.0,4.5,30300,16900,123200,43900,193700,300,100,0,0,3094700,217800,63900,2021,14870.82027,21971.15532,36841.97559,West Coast (PADD 5),3.7,89910,599.0
Oregon,44715310.0,4.5,64400,28800,156900,55500,184600,100,100,0,0,3074300,217000,51000,2023,"       14,640 ","       22,176 ","         36,816 ",West Coast (PADD 5),4.513,90230,460.8965517241379
Oregon,44715310.0,4.5,47000,22500,138900,50200,186300,100,100,0,0,3065400,216100,53200,2022,14603.73545,21972,"          36,576 ",West Coast (PADD 5),4.952,91660,601.0
Pennsylvania,140438420.0,4.5,8000,9500,114800,0,893300,11900,0,0,0,8661000,227000,77500,2018,34317.91335684,67791.53341542,102109.44677226,Central Atlantic (PADD 1B),2.799,75000,1190.0
Pennsylvania,140438420.0,4.5,12000,11200,126300,0,931800,10500,0,0,0,8676900,234000,72900,2019,34504.763067315,68358.746703705,102863.50977101999,Central Atlantic (PADD 1B),2.656,77400,1059.0
Pennsylvania,140438420.0,4.5,17500,12800,140800,0,953200,9600,0,0,0,8781500,241000,69500,2020,31098.67182,56883.81912,87982.49094,Central Atlantic (PADD 1B),2.282,83430,1129.0
Pennsylvania,140438420.0,4.5,26800,17800,168200,58600,723000,1200,100,0,0,9035500,195000,51000,2021,34231.54995,68454.49065,102686.0406,Central Atlantic (PADD 1B),3.07,82810,1230.0
Pennsylvania,140438420.0,4.5,70200,38900,245400,73900,661700,500,100,0,0,8886400,192100,41800,2023,"       32,251 ","       67,875 ","       100,126 ",Central Atlantic (PADD 1B),3.562,75070,1369.0689655172414
Pennsylvania,140438420.0,4.5,47400,25400,199600,68100,698500,500,100,0,0,8888900,191700,45100,2022,32508.86795,67403,"          99,912 ",Central Atlantic (PADD 1B),4.033,81330,1179.0
Rhode Island,12272760.0,4.5,700,1200,12400,0,55500,600,0,0,0,792000,13200,7800,2018,913.3157897450001,7095.2664171549995,8008.5822069,New England (PADD 1A),2.742,80030,59.0
Rhode Island,12272760.0,4.5,1100,1300,13100,0,57700,500,0,0,0,792000,13100,7800,2019,918.30014627,6662.532111555,7580.832257825,New England (PADD 1A),2.574,74690,57.0
Rhode Island,12272760.0,4.5,1600,1600,14100,0,59100,500,0,0,0,785400,13300,7500,2020,771.90213,6092.19116,6864.09328,New England (PADD 1A),2.145,82920,67.0
Rhode Island,12272760.0,4.5,2500,2400,16300,2500,44100,100,0,0,0,796100,11300,6300,2021,1006.06823,6520.24385,7526.31208,New England (PADD 1A),2.956,93790,63.0
Rhode Island,12272760.0,4.5,6400,5100,22100,3100,41900,0,0,0,0,782000,11000,6000,2023,            898 ,"         6,666 ","           7,564 ",New England (PADD 1A),3.47,83860,70.55172413793103
Rhode Island,12272760.0,4.5,4300,3400,18600,2800,43100,0,0,0,0,782500,11200,6100,2022,885.72997,6645,"            7,531 ",New England (PADD 1A),3.982,83970,52.0
South Carolina,52766100.0,4.5,2000,2200,43800,0,462200,14100,0,0,0,3906000,112500,61700,2018,25595.92992381,31204.752827755,56800.682751565,Lower Atlantic (PADD 1C),2.563,66740,1036.0
South Carolina,52766100.0,4.5,3000,2600,46500,0,493800,13000,0,0,0,3954600,119000,59600,2019,26014.876563190006,31924.520812685,57939.39737587501,Lower Atlantic (PADD 1C),2.41,68910,1006.0
South Carolina,52766100.0,4.5,4400,3000,49700,0,515600,12200,0,0,0,4004100,127200,56200,2020,24390.80677,29581.24525,53972.05201,Lower Atlantic (PADD 1C),2.012,73320,1066.0
South Carolina,52766100.0,4.5,7400,4700,57400,32100,411800,400,100,0,0,4200600,104900,46000,2021,26016.24885,31475.70604,57491.95488,Lower Atlantic (PADD 1C),2.833,70590,1198.0
South Carolina,52766100.0,4.5,20900,9000,83100,44600,404600,100,100,0,0,4325000,110100,44900,2023,"       22,771 ","       38,022 ","         60,794 ",Lower Atlantic (PADD 1C),3.279,64220,976.8965517241379
South Carolina,52766100.0,4.5,13500,6700,66800,38300,411400,100,100,0,0,4254700,107600,45500,2022,26420.50982,32568,"          58,988 ",Lower Atlantic (PADD 1C),3.654,70040,1094.0
South Dakota,9572730.0,4.5,200,300,6300,0,135300,5000,0,0,0,689100,62000,21600,2018,6785.8809679450005,2933.52516468,9719.406132625001,Midwest (PADD 2),2.596,69650,130.0
South Dakota,9572730.0,4.5,300,400,6600,0,137000,4500,0,0,0,683200,63200,20000,2019,6933.6774143600005,2988.7221294449996,9922.399543805,Midwest (PADD 2),2.486,71330,102.0
South Dakota,9572730.0,4.5,400,500,7200,0,139400,4100,0,0,0,688400,65500,19500,2020,6839.00674,2903.50114,9742.50787,Midwest (PADD 2),2.027,75950,141.0
South Dakota,9572730.0,4.5,700,700,8700,16900,105000,100,0,0,0,726200,51100,15700,2021,7087.06185,2906.84888,9993.91073,Midwest (PADD 2),2.885,82110,148.0
South Dakota,9572730.0,4.5,1700,1300,11900,21500,98800,0,0,0,0,718300,51200,13300,2023,"         7,230 ","         3,114 ","         10,345 ",Midwest (PADD 2),3.363,69850,149.68965517241378
South Dakota,9572730.0,4.5,1200,1000,10300,20000,105700,0,0,0,0,739400,53000,14500,2022,7125.51968,3044,"          10,170 ",Midwest (PADD 2),3.809,82750,137.0
Tennessee,70298590.0,4.5,3900,2900,59200,0,567600,19100,0,0,0,5059400,164100,55600,2018,25892.149895399998,55429.34107235,81321.49096775,,,67680,1040.0
Tennessee,70298590.0,4.5,5700,3600,64300,0,611900,17400,0,0,0,5160900,172700,53000,2019,26183.901777049996,56707.869082549994,82891.77085959999,,,67250,1136.0
Tennessee,70298590.0,4.5,7800,4300,68700,0,638600,16500,0,0,0,5218400,181600,50900,2020,24955.40397,51437.07097,76392.47494,,,66940,1217.0
Tennessee,70298590.0,4.5,12200,6300,79800,38400,511000,500,100,0,0,5396100,150200,39600,2021,26888.58927,55707.00324,82595.59251,,,64310,1327.0
Tennessee,70298590.0,4.5,33200,11000,113300,53100,509000,200,100,0,0,5620500,160700,37700,2023,"       27,692 ","       55,713 ","         83,405 ",,,67980,1155.6896551724137
Tennessee,70298590.0,4.5,22000,8900,94000,45700,519400,100,100,0,0,5536100,157700,38600,2022,26900.67214,56318,"          83,219 ",,,69610,1314.0
Texas,292772760.0,4.499532148108542,24500,14700,227700,0,3005900,51300,0,0,0,18453800,1019300,175300,2018,76746.827479225,205290.437622085,282037.26510131,Gulf Coast (PADD 3),2.446,73540,3648.0
Texas,292772760.0,4.499532148108542,38400,18100,244600,0,3200700,47300,0,100,0,19293900,1070200,178000,2019,78625.132291655,209602.10325283505,288227.23554449005,Gulf Coast (PADD 3),2.283,71720,3619.0
Texas,292772760.0,4.499532148108542,52200,20400,262300,0,3250000,43600,0,100,0,19609700,1107000,163600,2020,71681.78623,188900.16922,260581.95545,Gulf Coast (PADD 3),1.851,79720,3876.0
Texas,292772760.0,4.499532148108542,80900,30600,304700,376300,2422300,2200,1600,0,0,20599100,765100,131100,2021,79183.94139,205843.71991,285027.66129,Gulf Coast (PADD 3),2.692,80020,4500.0
Texas,292772760.0,4.499532148108542,230100,55300,445100,460700,2315400,1300,1300,0,0,21392800,772800,121800,2023,"       79,555 ","     220,783 ","       300,338 ",Gulf Coast (PADD 3),3.091,77600,3595.7241379310344
Texas,292772760.0,4.499532148108542,149000,42800,361800,420800,2398800,1400,1400,0,0,21065800,771000,133200,2022,79324.55395,211566,"        290,890 ",Gulf Coast (PADD 3),3.517,75480,4408.0
Utah,31741340.0,4.5,5600,3400,40900,0,214100,9700,0,0,0,2221100,173700,36600,2018,8915.767088179999,23153.520825314998,32069.287913494998,Rocky Mountain (PADD 4),2.775,85400,260.0
Utah,31741340.0,4.5,8000,4400,45300,0,230100,9200,0,0,0,2291100,183300,36300,2019,8887.91472158,24022.760402879998,32910.67512446,Rocky Mountain (PADD 4),2.646,92450,248.0
Utah,31741340.0,4.5,11200,5200,49800,0,231700,8700,0,0,0,2346000,191400,35700,2020,8776.5489,21474.63458,30251.18348,Rocky Mountain (PADD 4),2.248,99910,276.0
Utah,31741340.0,4.5,16500,7500,58500,51600,190200,2600,700,0,0,2428900,153800,27400,2021,9833.1461,23804.80093,33637.94703,Rocky Mountain (PADD 4),3.177,98260,332.0
Utah,31741340.0,4.5,40000,13000,83200,68500,185200,2200,500,0,0,2499600,158000,26000,2023,"         9,927 ","       24,657 ","         34,584 ",Rocky Mountain (PADD 4),3.597,99610,293.3103448275862
Utah,31741340.0,4.5,28000,10200,69300,61500,189900,2300,600,0,0,2454700,155000,26000,2022,9861.91762,24474,"          34,336 ",Rocky Mountain (PADD 4),3.983,98150,319.0
Virginia,90310790.0,4.5,9900,8100,141300,0,569100,15100,0,0,0,6721800,173400,55800,2018,29008.878617399998,56327.223439675,85336.102057075,Lower Atlantic (PADD 1C),2.563,86650,820.0
Virginia,90310790.0,4.5,15000,9800,151000,0,603200,13600,0,0,0,6750300,178400,52200,2019,29392.148877455,56040.335275625,85432.48415308,Lower Atlantic (PADD 1C),2.41,92550,831.0
Virginia,90310790.0,4.5,20500,11200,157800,0,618500,12200,0,0,0,6646500,183700,46800,2020,26438.34349,49671.92574,76110.26923,Lower Atlantic (PADD 1C),2.012,96120,850.0
Virginia,90310790.0,4.5,30700,15800,176500,35300,506600,600,100,0,0,6661000,154300,32700,2021,30018.25769,50084.20841,80102.4661,Lower Atlantic (PADD 1C),2.833,96180,973.0
Virginia,90310790.0,4.5,84900,26800,229400,44300,484800,300,0,0,0,6670000,152800,30200,2023,"       26,814 ","       60,916 ","         87,730 ",Lower Atlantic (PADD 1C),3.279,88550,869.7931034482758
Virginia,90310790.0,4.5,56600,21700,198400,40000,496200,300,0,0,0,6643300,153700,31900,2022,29109.38633,52974,"          82,083 ",Lower Atlantic (PADD 1C),3.654,89890,1008.0
Vermont,7376330.0,4.5,1100,2000,12600,0,57500,600,0,0,0,513600,19100,7700,2018,5216.94078352,2129.4093940999996,7346.350177619999,New England (PADD 1A),2.742,77930,68.0
Vermont,7376330.0,4.5,1700,2000,13300,0,59100,600,0,0,0,509000,19400,7400,2019,5221.399601765001,2124.2273206150003,7345.626922380001,New England (PADD 1A),2.574,84050,47.0
Vermont,7376330.0,4.5,2200,2300,13900,0,58800,500,0,0,0,501000,19700,6800,2020,4272.6057,1734.3694,6006.9751,New England (PADD 1A),2.145,87830,62.0
Vermont,7376330.0,4.5,3400,3200,15800,5600,42000,100,0,0,0,511900,15000,5400,2021,4702.39178,1922.66321,6625.05499,New England (PADD 1A),2.956,78680,74.0
Vermont,7376330.0,4.5,7800,5700,20300,7000,36600,0,0,0,0,496000,14700,5000,2023,"         5,104 ","         2,068 ","           7,172 ",New England (PADD 1A),3.47,75060,75.10344827586206
Vermont,7376330.0,4.5,5300,4200,17800,6400,40000,0,0,0,0,501500,14700,5100,2022,5061.96779,2066,"            7,128 ",New England (PADD 1A),3.982,85190,76.0
Washington,82399840.0,4.5,30200,13700,177800,0,387400,21400,0,0,0,5608000,295400,110600,2018,17426.384174645,44940.27195645,62366.656131095006,West Coast (PADD 5),3.3,87550,539.0
Washington,82399840.0,4.5,40400,16100,193400,0,408800,19600,0,0,0,5612100,308700,100300,2019,17496.734477585,45032.903839624996,62529.638317209996,West Coast (PADD 5),3.337,95640,538.0
Washington,82399840.0,4.5,50500,18400,211300,0,424000,18700,0,0,0,5687600,326300,95300,2020,15493.03656,38165.20474,53658.2413,West Coast (PADD 5),2.82,97470,574.0
Washington,82399840.0,4.5,66800,24300,240000,59000,359700,600,100,0,0,5792000,283600,64400,2021,17036.84354,40759.75257,57796.59611,West Coast (PADD 5),3.7,95180,674.0
Washington,82399840.0,4.5,152100,41200,307200,73800,337700,100,100,0,0,5583000,274200,46700,2023,"       16,723 ","       43,081 ","         59,804 ",West Coast (PADD 5),4.513,92980,583.0
Washington,82399840.0,4.5,104100,31400,270200,67500,348300,100,100,0,0,5650700,277400,52700,2022,16964.79763,41518,"          58,483 ",West Coast (PADD 5),4.952,98150,733.0
Wisconsin,64475760.0,4.5,3700,4500,70900,0,696300,11400,0,0,0,4515800,162500,47100,2018,33357.19853522,32528.236413610004,65885.43494883,Midwest (PADD 2),2.596,77690,589.0
Wisconsin,64475760.0,4.5,4700,5300,76200,0,733700,10100,0,0,0,4519800,168800,45300,2019,33385.58773433,32962.036118075004,66347.623852405,Midwest (PADD 2),2.486,75130,567.0
Wisconsin,64475760.0,4.5,6300,5900,82500,0,755700,8700,0,0,0,4494600,175200,41900,2020,29253.11154,28346.82951,57599.94105,Midwest (PADD 2),2.027,79620,612.0
Wisconsin,64475760.0,4.5,9300,7700,93500,39800,556500,700,100,0,0,4639100,143300,29900,2021,33249.72774,31733.55173,64983.27947,Midwest (PADD 2),2.885,78860,620.0
Wisconsin,64475760.0,4.5,24900,12500,123600,52900,536200,300,0,0,0,4604700,147500,26400,2023,"       34,334 ","       32,915 ","         67,248 ",Midwest (PADD 2),3.363,76240,670.8965517241379
Wisconsin,64475760.0,4.5,15700,10000,105200,46500,549700,300,0,0,0,4577400,144500,26900,2022,33810.57855,32356,"          66,167 ",Midwest (PADD 2),3.809,78320,596.0
West Virginia,17305130.0,4.5,200,500,10100,0,172900,3500,0,0,0,1256800,54700,16500,2018,9868.280034075,9579.043176674999,19447.32321075,Lower Atlantic (PADD 1C),2.563,57460,294.0
West Virginia,17305130.0,4.5,400,600,10900,0,177300,3100,0,0,0,1234300,56300,15400,2019,9610.32561165,9466.234048350001,19076.55966,Lower Atlantic (PADD 1C),2.41,60670,260.0
West Virginia,17305130.0,4.5,600,700,11900,0,178200,2800,0,0,0,1216500,57800,14200,2020,8260.11577,7794.02448,16054.14025,Lower Atlantic (PADD 1C),2.012,63480,267.0
West Virginia,17305130.0,4.5,1000,1000,14500,13900,129800,200,0,0,0,1268300,46100,10900,2021,8312.98006,7766.29487,16079.27494,Lower Atlantic (PADD 1C),2.833,60800,282.0
West Virginia,17305130.0,4.5,2800,1800,22400,17300,123400,100,0,0,0,1281500,46400,15200,2023,"         8,145 ","         7,817 ","         15,962 ",Lower Atlantic (PADD 1C),3.279,54540,344.6551724137931
West Virginia,17305130.0,4.5,1900,1400,18300,15600,127500,100,0,0,0,1267500,45700,10900,2022,7987.65311,7325,"          15,312 ",Lower Atlantic (PADD 1C),3.654,52450,264.0
Wyoming,6170640.0,4.5,200,200,4100,0,71500,4200,0,0,0,450100,72900,20400,2018,7386.93206303,3051.51055025,10438.44261328,Rocky Mountain (PADD 4),2.775,72860,111.0
Wyoming,6170640.0,4.5,200,200,4200,0,75100,3800,0,0,0,452800,75400,19100,2019,7189.574858225,3018.03078947,10207.605647695,Rocky Mountain (PADD 4),2.646,75020,147.0
Wyoming,6170640.0,4.5,300,300,4700,0,77100,3600,0,0,0,456200,77400,18700,2020,7138.56202,2661.75779,9800.31981,Rocky Mountain (PADD 4),2.248,76990,127.0
Wyoming,6170640.0,4.5,500,400,5700,17100,59400,100,0,0,0,482400,62100,15600,2021,8202.1481,2894.37205,11096.52015,Rocky Mountain (PADD 4),3.177,76570,110.0
Wyoming,6170640.0,4.5,1100,800,8400,21200,57700,0,0,0,0,489100,60900,13700,2023,"         6,996 ","         2,523 ","           9,519 ",Rocky Mountain (PADD 4),3.597,76000,146.44827586206895
Wyoming,6170640.0,4.5,800,600,6900,19100,58600,0,0,0,0,483000,61200,14200,2022,6716.98562,2607,"            9,324 ",Rocky Mountain (PADD 4),3.983,79570,134.0
